"ORIGIN_STYLE","REPLACE_STYLE"
NM122,TT127
STS28,EJ59
JG65,JG71
SU19,JG55
RFHNB11,AVMBRC27
CAS54,LKL65
HA127,RVN20
MNL28,SH158
NM121,BM207
AID7,MNL190
BM347,MN132
TA75,BM297
TJ2,SB56
JS22,BM179
KF23,GC8
VR11,SW20
BC45,BM75
AX52,AX36
BM444,BM313
INGHNB2,INGHNB6
MS40,MS22
HP84,ML132
TT60,ML114
MNL113,SH147
BM453,BM273
MNL50,EF54
BC88,VW46
MLAHNB13,CP19
CLVHNB18,LBHNB2
MNL123,TA126
MAR38,EJ215
BAMPE41,KDSPE128
KSAPE95,SWANK103
HA251,HA300
HA251,NK39
RT87,DVF66
NK72,KM1
TE65,PAP3
BM506,MNL172
TYB19,RT94
MNL17,BM347
KGI4,EJ104
SW165,BM347
DL39,RT109
NL22,KS30
CMO2,HB46
ALD37,SU24
JS24,BM168
SH214,SU31
TYB60,FP74
NLS55,GA16
AID7,TA76
JE4,AMU25
EJ43,HA80
TA72,NM129
JG25,NM163
BM350,BM351
NL41,ET24
RZ1,BP38
BM250,BM426
SWABRC111,SMDBRC43
CN80,CN75
HTC34,ADP18
ALC21,PK188
TA32,CN20
HA282,LND4
EJ177,JG81
CLVHNB33,MNL203
LKB2,NM361
CED20,TT83
VIN61,ALC27
BM377,AP28
WVG51,SH276
TYB29,PK263
BL17,TYB1
SW376,LKL98
TH45,EF133
MN59,ODLRBRC127
MN59,KJLPE8
BC104,EJ52
RAO18,BC68
ADP6,BM207
BM131,CN55
SLR33,BM138
KS37,TA70
NLS16,MNL114
JS46,FP23
JG60,BM250
HHBRC2,NK64
HL157,CD19
VD7,TT176
KSAPE10,CLVHNB9
KSAPE10,BM143
BC73,YB19
KS54,DVF71
HA118,MNL53
MO86,NC52
MNL78,BM143
HA271,SW311
TA15,BM166
TYBAPE17,KSAPE83
BAMPE1,EDPE32
CED1,CN57
CLO60,MN35
BM250,MN111
DL135,DL154
BM481,MNL116
PK65,MB4
DL103,BM441
TB192,TNT22
NLS55,PR51
BM237,BM303
SAL4,PH40
JG68,JS103
BM428,BM343
KSAHNB1,PKB1
SW361,MNL16
SW361,MNL10
WVG62,KP21
JBN3,CAS39
JBN3,TA53
JE14,MAR34
TT50,BM369
CAS54,NM183
LKL36,NLS10
HL128,HL153
DVF122,MH1
BM377,AMR28
HA143,MN51
HA119,BM48
CP3,TA55
NK22,BM267
PK86,JG19
NC72,DVF127
BM149,BM264
EJ178,RZ70
SW149,ML192
DVF113,AAD3
RZ22,AX37
BM293,BM226
CNRPE7,ODLRPE220
VW14,PK42
MNL11,YA95
CT34,SLN30
NLS8,ML203
JG21,LFNK10
JG21,TA15
SW279,CR93
KSAHNB174,KSAHNB102
BM131,SW10
JS84,AX24
RED51,VIVA8
NM264,NK101
NM174,CS45
LAP10,JG34
SWABRC56,JPBRC29
MNL214,BM408
BM110,EF54
CRABRC14,KJLBRC98
PRLBRC10,BM168
JS75,BM168
LAP18,SA107
JS77,TA130
MNL196,CD32
NM174,SA82
NM121,MW66
EF134,SW302
SW315,JJ2
BL37,ELT8
SU24,CN98
LAP12,JS41
MB8,BC90
SLN23,ML223
LKL64,JSC1
EF97,CN35
TA53,BM255
CAS20,JS117
JSC6,KM4
TNT34,DK9
MNL10,TT257
TA4,SW17
NRAHNB8,RT139
SWPE42,LFBRC6
RZ13,JS45
KSAHNB1,KSAHNB179
SWNK23,KSANK18
BC92,RAO37
NM218,MTS6
SRHNB13,LRHHNB20
NC74,GV23
BC73,SH99
YA51,NM183
NK104,SW112
MNL53,MN50
EF182,BM362
TT193,MN135
DM37,MN155
JG18,CO28
JG18,TB120
MNL116,GBA9
SLN12,JS85
NM170,PR47
BM179,BM438
BC94,TK32
ACL4,TB130
NM137,NM198
BM406,TA117
RM6,EF110
DL96,EVD1
EF189,HA242
VIN20,STS5
SA74,BM250
BAMPE19,NK112
BM237,BM366
BM357,FZ10
EJ45,RR5
KJLPE72,LAP15
FNP1,DLM20
SAL29,AAD15
EJ91,VE33
SH97,PK45
BM48,CN53
MNL196,BM444
PPR3,MN64
BM126,KSAPE10
AP12,RED44
BM439,BM371
FRLHNB9,GRL37
MNL14,MNL53
MNL31,DVF42
NK103,ELQ3
ADP67,BM524
SW13,EJ44
SW13,BL16
SB49,KS115
CRABRC23,LFBRC49
HL84,HA99
MH10,PPL2
BM208,PK45
HA304,RM46
JG29,AP16
LKL33,CAS64
CNRNK14,BM183
HB3,TT80
SH194,RT93
MN19,MN53
CRK4,SW513
VD9,ASI6
JS73,BM426
HA256,CN99
EJ111,BM424
EF92,MNL169
HTC22,MNL42
YK16,NLS20
ELT27,DLM27
GC7,DVF64
DVF117,EF97
BM507,CR118
LDT1,SAL14
KDSBRC3,EJ47
BAMPE13,SWPE10
ALC7,RR95
SH50,JDLHNB3
JG61,JS77
MSGM56,BM430
LRHHNB16,LZHNB53
TT45,RT47
BKHNB19,ZACHNB36
BM239,EF89
MN42,INGHNB1
JG54,TE66
CAS23,KJLNK33
SW344,KS167
KSAPE69,SWAPE123
DM37,NTNK17
FP27,TB195
LKL4,MN118
RR65,BM155
ODLRPE68,ODLRPE114
BC88,MNL116
NM284,BC34
LFPE17,EJHHNB70
CO23,CR8
CO23,NC51
SH93,PK50
NRAHNB4,KSAHNB170
HL170,HL169
HL132,CLO26
MNL95,MNL41
EF182,KSAHNB222
BM98,BM189
MNL114,HL203
KS155,SBL13
EJHPE117,FP52
NM200,NC71
LP56,LP53
SW63,SH125
KS106,DL71
AP11,LP39
HA108,MNL75
EDPE56,EDPE48
BC57,IA23
STS3,NK44
NL66,MN124
DTP12,SH250
HA150,BC80
MNL45,GRYPE20
JS34,MW24
JE31,NK6
CV40,AX24
SW436,SPL26
BM160,SH94
TT80,NM335
JOA26,PR64
NM200,NLS9
BM240,MRAPE4
BM456,MNL42
LSS17,AP28
BM162,MNL213
MH4,TYB16
ML122,PK62
DL19,RZ37
NK43,CR15
PK32,CN77
LAP13,BM409
DVF58,CUP7
HTC10,HTC2
TR49,CLO50
EF81,CR25
MB3,TYB1
LKL50,FP35
SH101,EJ94
NTC1,HA185
EJ62,BL53
EJ57,HP74
NM200,CN6
DVF165,TT204
FP13,RVN23
SW152,HTC2
BM303,EJ155
MNL138,HL172
SW329,JWG39
CMKBRC5,LFBRC65
KS35,MN21
MS59,EJ14
HA195,BM438
TT206,ODLRPE176
BM170,OS6
BM263,IA23
ADP75,NK22
EJ94,NK57
PH36,PR67
EF91,HL164
TME2,CLY3
YK17,DSQ9
CV44,RZ7
BM406,BM370
KS84,SA108
EF23,EJ22
MNR6,RM61
EDNK20,ODLRNK89
JS38,EJ47
TA75,EF121
BM362,EJ47
PPC37,EQ54
KSAPE95,KSAPE83
BM370,MNL127
HL101,HL147
TH62,TB198
NK16,BC76
SH236,DL134
LAP14,BM303
GBA8,HL181
MNL167,SA117
BC48,YA91
EF119,MN60
SLN11,SLN14
SW284,CN78
JSN5,AP24
JG38,HL189
KS191,CN78
EJ107,CAS38
EJ107,NLS89
HL79,PK32
JG91,SH255
BL15,BKHNB12
DL171,EQ62
BM53,EJPE5
TT98,CAE23
SW119,MMA3
VIN4,VIN73
DJ30,TYB93
BM358,MN129
OC73,JW32
EJ62,AP8
ADP61,ADP25
GA3,BM279
PPR7,MNL95
DL24,EQ33
CR11,BC67
MNL194,YB31
GJPE18,ABPE135
PRLNK6,LSNK4
HP54,SW15
JG58,YA58
SH151,MNL195
DL31,DVF153
BM299,BM165
JG24,KJLPE28
EOSCF14,KSHNB33
TH62,SH164
NC16,GA5
SB16,BL51
MNL52,HA176
KPL7,DVF172
YB3,AL8
JS92,LAP44
RAO40,DVF57
HA249,MB12
ODLRPE63,JE84
KDSPE86,KDSNK130
PK211,RM50
GBA29,CST9
BM194,ADP33
YA67,MN27
BM250,TA27
ML97,SW56
AP30,ELCBRC35
TT155,YA95
MN6,RED43
FZ9,DLM26
DTP4,EJ148
KF40,GEN9
ELT21,CR36
PKB1,ML187
KOM11,LAP49
VLV2,AP16
CN100,MNL192
BM377,BM521
JG27,NM178
TME19,VIN96
KU10,SW164
CS78,BM433
TR37,TT72
TA15,SA74
BC39,MNL
NM271,MNL62
ABR6,BM226
EJ84,TA107
TH40,STO4
IAI20,RPA1
RKB1,JS32
HA267,SW394
BC100,CS45
BM297,MNL114
EF71,NK5
TT96,DLM14
BM116,RT45
TT73,OC40
P6,GV12
EJHHNB28,KU5
JWG9,HA282
EJ80,JS32
BAMPE2,BAMPE33
KDSNK84,NLS29
NK3,EF62
BU6,RA19
MN9,MN18
JS37,NK17
BC48,NK38
ML107,NM175
SAL33,TB242
YK10,EF65
RT110,MAR31
PKB1,JS30
DVF34,NM191
SH97,CR16
PY19,ML97
KJLPE93,LSPE28
ASR5,ASR19
TT77,PNK2
FP135,VIN1
ELCBRC29,BAMBRC46
TT183,ELT10
EJ38,RA12
PK156,AAD5
HM57,TH26
RKB1,RED22
BM462,TA47
VLV9,HL200
SW287,JG57
BM202,EF47
SB57,RM71
PK186,NM214
MNL63,EF88
RED1,EF73
CD5,MNL41
SAL1,TYB46
CMKBRC5,LRHHNB6
HA155,HA169
EQ60,SW349
HL149,HL186
HA305,CN87
RZ4,EF36
CA29,DVF107
DJ10,LSS4
JWG35,ZACHNB108
SWANK7,CN6
PK56,TYB11
HM44,DL64
BM237,BM125
ADP57,MNL42
KP18,CR18
SLN12,JS83
BM125,BM408
WVG62,SB37
SA66,BM137
LRHHNB11,KSAHNB174
JS23,HA127
GV9,MN61
RJGNK19,RJGNK28
JS138,JG38
MV12,TB125
BDK1,EMS1
EF97,ET27
MNL196,BM471
HA271,LAP17
HA181,KF9
NM140,BM303
CMKBRC5,CRLNK2
NM165,ZA6
SWANK35,SWANK50
BM196,BM102
DM37,MNL30
PK99,AP28
BM351,LSS23
SH100,TE39
HA257,SW117
STS43,EJ14
CAS20,SLN13
ELT7,DL66
JE41,AAD4
MG18,FP45
RT74,TB202
RZ13,PG23
EJ35,PK182
TLA4,ASR5
TT178,SA102
RAO33,EJ108
EF38,PAU5
HA195,TYB50
LR79,KS72
GUCSG8,RM140
RZ64,AX84
YB31,AP24
SWAPE46,EBMPE36
HM59,VW28
TYB51,CVN38
BC87,CR10
MNL215,BM311
JS88,HTC11
KS118,CN78
DVFAHNB3,WDHNB11
BM410,PK179
JS38,BM437
TYB15,AMU38
SRHNB28,HHAHNB4
TNT17,DLF8
RT145,NM310
OS11,PR83
NM91,CLO53
BM143,TA29
EF121,BM110
CD14,MNL118
CS45,JW9
MN2,MN15
BSH17,OC91
CED24,HM44
CY22,TA51
CP6,TE47
YB29,BM467
CO51,KOM17
DL173,KP61
BM444,NC71
MNL,GRYPE25
BM403,BM110
BM317,SW89
KP2,ML113
MNL200,DLM32
TW8,CLO60
BM180,CN96
BM207,MNL116
KS40,MNL98
MNL60,MNL96
TB158,PR86
RL3,LVF9
DTP1,BM235
EF47,SW274
AHHNB18,LAP52
TA27,BM407
NM143,YA98
TK46,ELT11
HL84,BM284
TA35,MNL41
BL50,NTC2
SW134,STO4
RM63,RMB8
LSS17,BM328
MNL119,NMK13
EJ45,HL160
ADP66,LMC1
EDPE56,LSPE35
JOA16,JW34
SH121,SH90
BAMPE8,LAP45
RM32,TB214
DVF53,MNL177
BC57,BM271
BM202,MNL103
MJPE15,NTPE45
CAE2,HA187
NM147,EF47
VE15,CR25
NM91,HA129
SAS6,AX81
AL10,BG13
YK60,ML210
EJ153,BAMPE21
YA66,NM163
TA41,TA127
TRU3,NK41
KSHNB33,ZACHNB51
ML131,CR92
HA119,BM261
BC93,TT171
BM137,BM278
KS47,KS55
EQ33,TH47
EJ157,JOA36
CRABRC23,ABBRC86
PRLNK20,LFNK10
NM216,TA134
TH60,KS90
EJ59,NK10
LET11,ADP32
FP9,CR98
MN6,JS34
TA51,CAS39
TBD2,JS45
BC56,OC24
ALC47,PSWL1
BM82,BC106
TLR1,TA57
ML84,SW364
MV1,CTN2
SWPE16,PRLPE39
SW377,ADP66
STS33,SAL15
SH119,KSNK62
EJ151,KOM24
CY11,CR27
SW287,MN122
CAS20,TA51
SWAPE84,MJPE26
BM369,BM370
TNT14,DL71
SW101,EJNK1
HB43,NK37
NM120,NLS47
EJ98,NM167
JG73,JG104
STS46,GRL22
BC82,NM160
TBD1,LSS17
EF38,SH79
LV3,HM45
CRABRC15,EJBRC1
BM483,BM226
SW115,BM343
PH45,KO12
PK245,BM452
MN142,MNL203
JS10,CVN2
ADP11,ADP44
PK242,BJN12
EJ26,EJ78
TYB32,ER6
EF91,EF63
TT78,BM306
CV43,EF8
OC33,AV2
MNL14,JS33
JS24,JS45
SH242,MN49
MSGM37,VLV7
RAO28,BC103
CN14,CN52
CN14,BM329
BC52,NM118
LET16,OS46
MN108,TA29
BM309,PPR12
EJSG4,EJSG3
CAS21,TA53
JG54,FZ8
MN29,TK38
JS84,GEN3
LRHNB14,ALSHNB8
MN34,CP3
SH90,SH121
NTC1,LKL34
AMU144,TNT27
ALD41,ALD37
TH62,WVG5
RAO22,HA161
PK163,TB182
DTP22,BM521
CAS71,CAS57
PK144,DVF150
BM362,MNL135
RZ54,TYB42
DLM47,WVG32
NK106,DTP4
TA28,EF191
JG54,SA99
ALC7,SH125
TRT11,JW31
EF106,BM226
TB185,TYB38
BM471,JS119
JE29,ELT6
BM425,LFPE46
DL117,BSH38
SLN13,BM351
BC88,HA238
TA15,TA12
KS28,CR14
DVF209,SLSG6
CO70,JG30
ETKPE2,BJ1
MN134,RT62
MO23,BM317
JS91,DVF115
KS126,TT185
BM225,BM179
ML101,ET24
HA67,MNL116
ET21,MW38
GV24,ML136
GUCSG1,MAR59
HA264,CR111
BM140,CN14
DVF78,DVF157
NK41,EF197
TH34,KS45
DVF165,HVF2
JE18,EQ31
AP28,TT192
SW325,AX47
BM218,BM352
MNL13,HA151
JG31,BM269
RJGPE21,BAMNK3
CN64,CN68
PRLPE16,ODLRPE149
NC68,BM355
MN159,HA340
NL46,DL70
NM140,SH208
HTC32,SH157
LAP54,MN160
BC63,BC91
KSHNB8,RJGPE18
BRA7,JE45
BL16,AP12
TB241,SW156
MN156,LMC13
SW101,TA106
TT103,LAP9
HL99,HL93
PK10,RVN20
BC75,SLN20
DVF25,EJ60
RY30,DTP31
TA15,NM130
JS116,ML174
ELT22,SA116
NLS33,NTC1
JG42,JS98
LSS27,JOA8
HA154,KOM15
SW116,LKL75
BM173,LAP13
LAP64,SCS23
CO41,HL194
TYB62,SW369
CR97,CO48
MN57,MN38
MB8,NLS20
HA255,JS41
TB250,FP115
BAMBRC2,BAMBRC3
SH204,BM298
BL41,SW150
SAL30,BBC3
BDK4,BM79
GJNK10,LRHHNB11
YK20,YA108
BM94,BM350
CN6,JS22
AMU71,KP18
TA72,EJ153
KS42,RT59
KF7,YA58
JS38,BM351
KS102,AMU70
AX50,PPL4
EF121,MNL53
EJ45,HA135
BC56,BM458
HA199,EJ106
LP24,CE1
EJ183,CAS57
GJPE23,GJNK22
SU12,RT124
LSS28,TT114
KP26,CR35
PPC4,LFBRC62
BM207,BM524
SH234,CN88
TYB1,TYBAHNB73
NLS8,ML206
BM200,NC16
GA1,BM167
RT125,CS71
JG54,BM269
EF86,BM166
NLS22,TA53
TNT54,CO65
BM125,BM237
DLM70,CD42
BM299,VW41
BM493,KPL28
EQ34,GV14
PRLPE36,MTHNB2
RAO21,RAO11
HA199,YA110
YA104,SB32
DVF115,DVF77
NMK12,KF23
JS31,MNL116
HA178,NK26
TE51,MN122
JS47,CD36
TA30,BM422
PG38,PR66
NM213,YA89
AID7,KM4
FP36,PH43
ASR3,SH226
HL168,HL158
NLS89,NLS52
BM162,DM45
TE39,BM481
KDSPE81,DNJPE48
SWABRC8,KSABRC11
JS95,MRW13
AMU46,NLS51
AP28,SH160
AF22,LAP1
BC82,NM147
LRHHNB62,DVFAHNB38
OMR10,SW539
CS45,CO50
JE1,SB16
TH59,PK257
KPL26,MOP7
BM470,AX104
EJ48,BC98
NM133,PK38
KS34,MN19
CR108,JG54
EJ7,HL169
SAL20,FP66
AMR35,NLS81
MN42,MN158
NCMPE1,RJGPE36
HL126,HL145
EF95,TA55
NL63,EJHHNB13
JE49,TYB37
SWAPE100,KSAPE92
KS27,EF64
DVF52,NK60
TB113,RA16
RL4,JE74
ADP75,BM98
JG64,TA110
SH211,BM351
SH211,MQ13
HTC10,AQ21
SW62,EJ68
PK147,SW190
AP30,BM405
SH125,CVN14
EF182,CVN25
RED22,CR107
NM251,OMR1
ADP65,KU38
BM154,TA27
KU3,BM309
MNL17,VLV12
MNL17,VLV19
HL143,TA62
MLAHNB2,LRHHNB35
DLM46,RT109
BM143,NM130
GRL21,RM32
LAP14,NM261
MNL43,SH110
CN52,BM481
NM135,EJ7
DTP12,BM316
YK10,CN39
JS22,NM172
MNL10,TA71
RM42,SAL28
SW417,BM468
MNL54,MNL48
CAE1,SPL2
BC63,BC105
MNL120,MNL79
BM187,CN53
KJLPE79,FNP1
NK15,BM113
BM125,ODLRPE72
EJ69,TRT6
JS37,JS73
MN122,BM208
BL16,BJN5
EF63,LSS3
MN6,MN59
KS82,FNP28
MNL64,BM110
NC65,VW48
BM170,SW93
BM98,NM182
LAP52,FLN6
NM176,MNL11
SW157,MSGM18
OCAHNB11,AIHNB17
WDHNB15,RBMKHNB38
PLL7,SAN13
ODLRNK111,CO72
MNL200,NM209
RJGPE22,LFPE75
MNL3,BM355
JG61,GA7
BM174,BM343
NLS26,TYBAHNB33
LAP46,KF44
MGN5,MNL195
HA192,TA71
MN32,RZ35
PAP3,TYB45
CR36,SW367
NM206,TNT35
AMU7,MSGM15
AP18,MNL113
AP18,TA27
MN140,BM48
DTP11,JML13
MNL53,BM420
CN100,CN87
AHHNB7,TYBAHNB69
DSQ13,LAP2
EJ52,HL164
KS27,BM237
MNL56,KU36
SW379,TNT23
DCH1,VIN33
HB3,HA166
PK159,BM402
BM333,KU28
TNT18,MTS5
MNL46,LFPE27
MNY3,ER15
CMO7,TB187
NK19,CD8
CRY6,NM283
LVF2,RVN18
SWAPE137,KSAPE153
TB203,JW32
BM223,MNL49
MN32,BM269
ODLRPE36,LAP2
VW14,HM39
NM147,NM133
TB140,DVF83
CO55,CR95
BM237,LAP45
KPL27,MNL34
JG21,BM290
BM273,EF121
YB38,IA25
CAE40,WVG44
DL63,CUP9
TYBAHNB25,MOP20
TMO8,TJD11
RR90,LP27
RRY7,ADP64
LAP52,OS47
TT53,KS30
PLL3,RMB13
KPL16,VIN57
KPL16,TH72
CL39,RT53
EF129,SW127
PPR6,TA127
MNL40,MNL109
HA109,TA15
KS108,GRL38
NK37,EF121
BC106,YA98
NM284,JG91
MN9,PRLNK9
KO11,AP29
JPBRC8,MJBRC60
BM125,NM318
ANR29,CAS44
SU19,PR88
LKL50,TNT1
KSAPE125,DNJPE105
VIN9,JE39
BM350,CN53
SA98,MN38
OS28,LSS17
ASTPE6,ETKPE19
NLS95,JE128
CY13,BM320
MN149,BC130
EF97,LSS1
JJ1,EMAPE3
RT152,RT155
TA110,BM377
JG79,HL168
MNL17,MNL168
PAP3,JS131
HB9,TYB26
JW47,ADE8
JS10,MN46
PK27,PK54
TA117,RAO52
IA27,BM125
BM162,MNL118
SW56,SWPE27
DVF64,KS44
TB122,AMU60
BC50,EF38
JS97,INT1
SW303,LMC8
EF88,SH123
VD13,BM496
DTP3,JG36
LAP45,JG58
BM318,HA146
CR112,TB180
LAP44,NK38
RR65,NM172
BM304,BM212
INT9,LR79
JG41,AMR5
NL22,EJ56
BM208,NL48
GC7,AG1
NLS16,JG56
CR97,AX46
LAP17,LAP10
CD33,CD31
BM125,BM234
ADP36,BM208
RED46,RM99
DVF208,JE100
MRAHNB8,TT168
MRAHNB8,BAMPE22
KSAPE12,PRLPE16
HL99,LR72
DVF199,DL41
KU15,YB21
SW272,RAO52
TT98,ML127
HA120,AP11
JS16,OC32
MNL3,LSS9
CS74,BM526
BC102,MN24
TA33,CN52
BC63,TT51
HA118,EJ62
MN6,MNL4
MNL82,NM91
RED20,HA292
RY27,BC112
BC53,PRLPE21
EJ206,LVD10
JSC6,BM377
SW118,BM313
MNL105,ODLRPE92
EF15,SH106
MN2,AX75
HHPE5,ODLRPE112
VIN53,SW389
PR74,PPC26
KSAHNB147,KSAHNB173
BM480,MN54
WVG12,KS52
EJ144,BM250
KU5,KU12
KPL7,AMR13
BC81,TH19
SW336,KS88
BAMBRC36,SWABRC96
TA75,MNL124
BM208,EF47
RED46,CR109
DVF64,CR16
DL8,TLR26
NM198,LAP9
HTC11,SH206
BM347,TBD4
GBA23,DLM41
TRT2,CLO53
CED39,ALC8
DVF206,SW423
BM53,BM112
TT192,TB228
RVN6,BC71
MO88,TR45
SW279,SW367
SW279,BM527
MNL121,MN25
SW331,OS26
YB26,RRY23
YK22,PK109
DTP3,BM344
BM422,JWG8
KJLNK27,LSNK3
MN18,CN20
HA140,JS71
MN156,MNL114
SW330,BM447
TA108,SH96
SLN13,LSS5
BM81,AP8
MN41,CS57
CLVHNB34,PGE6
BM48,MNL169
DNARNG10,GJRNG21
EJ80,TA135
RJGPE22,KSAPE164
BC57,MN27
BM446,JSN25
DVF149,NM282
JG26,ABPE92
JG16,LSS9
JG104,CAS32
EJ56,ZP6
HA157,BC95
HA157,EJRNG1
EF192,MNL194
HB7,NLS7
NM304,NM175
EF77,DVF68
SW79,SWANK53
KP26,CO63
KS31,LP30
RAO52,NM129
SWABRC96,MJBRC60
BC100,YA110
TYB28,TYB2
NL22,HB6
SWNK33,ODLRPE32
BC100,JG72
LSPE13,LZPE52
CRABRC14,CMKBRC17
JWG36,SW493
TB158,DVF47
MSGM73,BBC42
AID12,GRW4
HA94,MNL35
VD6,TYBAHNB59
BM430,BM250
EJ157,PR79
MN19,HA138
DVF195,BBC23
CD14,TE39
TNT41,VIVA14
EJ206,KSAHNB249
MNL123,BM168
BM457,BM510
ES7,MH32
LVF12,BM427
ZACHNB40,RT129
HBT13,JWG52
MN133,MN18
BM424,BM425
AMU43,AMU25
JSC6,EJ156
NLS7,ML204
TA51,EJ147
MRW10,EF123
MRW10,MN128
SWAPE78,SMDPE12
SWAPE73,SWAPE144
LKL35,LKL37
RJGBRC32,SMDBRC3
MNL14,BM162
NM201,BM154
NK24,LAP15
TNT46,FP138
HA60,BM350
JJ3,KU27
FP58,CAS38
SW309,DVF115
CAS20,BM362
SW79,KM1
MNL47,LR74
TT143,KSAHNB135
JW9,MNL120
VIN46,NLS50
HA327,LKL106
NLS7,LAP9
TNT49,JS137
CD7,NK17
KSHNB28,KSHNB43
SW56,TA71
MNL67,BM180
BM152,BM226
PK154,DVF128
NK20,KS122
AX35,MN50
TK46,JE24
AJY3,SH132
BC82,BM265
AP13,SW299
BM414,HP86
NK55,BM154
LKL95,BM417
JG41,EJ68
ML203,KS77
BM377,BM165
KJLBRC30,ET28
LAP44,MNL114
BM221,NM130
RT150,YA108
SA79,MO61
TA15,SH147
MN134,CNRPE4
KS55,DVF41
DVF38,MO95
KS34,MNL56
BM420,BM488
BM420,ABPE92
ASI6,CLO44
MJPE15,DVFAHNB6
JS46,SH129
PK97,LAP14
CN1,CN6
HB52,BBC8
RT128,DL79
EJ86,PK215
ZDV11,JWG1
AX5,NC72
SLN15,EJ109
LZPE31,LZPE42
JS96,CP3
NM258,KM5
PAU1,TR45
LAP1,DVF44
MNL194,BM348
CEL17,LMC8
HA175,AMU1
CMKBRC5,LANNK10
TNT46,TMO9
MO75,CN14
EJ89,FK8
SRHNB7,DVFAHNB24
VLV2,VLV3
DLM40,TB199
EJ111,EJ144
SW287,RT85
MNL168,CN94
LAP14,BM337
KSBRC10,ABBRC40
AF24,MN15
HL131,HL163
CMO30,PH34
CN47,TA31
KJLPE3,JPBRC29
HHBRC2,EJHBRC17
MNL28,SH167
TB126,MNL109
KP39,ACL8
SLR25,AMU41
RFHNB12,KJLPE31
BC56,BM508
BM313,CN52
JE4,JE30
JS74,MN15
ML90,TA17
BC84,DVF62
SH37,ET21
SA55,CN67
BC48,BP37
KSPE23,PRLPE5
BDVHB4,BDVCB2
DVF111,MN44
BH36,JS144
BDMHNB4,DVFAHNB8
MIH7,ANR38
EOSCF11,EOSCF4
WDHNB14,JDLHNB10
CO70,KP23
EJHSG80,ABNK98
JG59,CN94
TB184,RV8
HB4,PK182
VW19,NR40
BM102,SW115
AID7,CN94
EQ46,NLS63
TB110,HL160
NM295,DM58
LZPE8,APTPE2
SRHNB57,WDHNB6
ELCPE40,CO56
DVF132,JE98
AVMPE22,KSPE43
MNL10,MNL68
MH21,DVFAHNB12
CA30,ML203
SLN13,EJ149
EJ100,HB7
CS53,JML12
RZ53,LKB2
AMU1,BM357
MAR29,NM291
EUG1,LKL36
VD11,ALC15
KS52,RED40
CN6,AP20
PK158,HL172
NM183,PK19
CR16,SW164
TB110,MNL47
SWAPE64,WDHNB6
MNL196,JSC6
BM430,LAP45
BM126,BAMPE22
SW145,SW117
JS31,MNL121
STS51,LAP13
RAO16,RAO4
OC40,OC38
BM337,BM340
VW45,LAP2
CT14,NM148
ZS1,SH93
BM299,HA173
SWABRC96,MJBRC11
EM6,FZ14
TB131,JS47
FP63,KSAHNB202
EF180,HA195
NK104,MNL96
BM239,ELQ2
TE69,KS82
JE2,TT80
STS1,SW87
HB58,BM98
DM33,LAP9
ALC45,MN69
AX93,GA4
CN47,ET24
MNL188,HL171
GO2,MO61
RT62,DVF133
SH151,BM366
BM224,BM180
CR14,ELT14
RT124,TNT14
LMHNB20,HHAHNB4
MN19,GA5
MN32,MN48
NM157,BAMPE8
SBL13,SBL22
EJ107,TA107
AP26,NK39
CN6,WDHNB12
SH90,MNL68
RZ1,NLS6
KTHNB13,DNJPE41
SW140,CR38
AP33,TA118
CO61,MG18
BM403,JG59
SH116,SAL17
JS77,TA53
CO26,JG26
HA150,NK23
HA67,LAP10
CAS36,EFA4
SW335,SW349
NLS78,ELCPE28
BM126,BM222
BM423,BM212
DVF80,CEL16
AX74,JG98
AX74,LAP17
HA171,PK68
NK39,NK17
HA192,BM355
SW149,CN78
PK185,ML218
LP94,LP84
AX34,TA121
KSABRC11,BAMBRC71
KSAHNB138,PK177
HA304,NK112
BM212,BM425
WVG34,BL23
BM250,BM313
BM273,BM349
ML101,SW185
RY30,HB28
RY30,NLS26
HA159,MH2
EF54,GJNK10
EF54,BM171
SW56,ML92
BM102,BM342
NOIRNG3,AID8
LKL46,BM293
NK7,RR5
CY6,TT72
MKP10,TT68
HA177,EF143
NC45,JG27
CN75,TYB33
ET29,DVF104
JBR15,CLEHNB5
NLS33,DBO7
JG28,GA3
TT127,SH195
EJ30,SH105
DTP22,BM269
JS29,TA72
JE14,RT137
SLR3,CN96
TYB49,SPL10
TA108,ML57
NL44,KS48
EJ62,BC43
SA110,CE2
HA285,NLS15
MSGM44,EJ164
SW317,DTP3
ZP1,BM41
NM250,TH41
HL79,NK2
AP26,CST17
AP26,BM426
BU12,TK36
CUP4,LKL40
MNL47,CN76
CR35,SW319
NLS4,BC156
TA51,MN125
TT165,TT120
ADP32,KU25
LSS8,SW312
FX2,CVN2
FX2,NK7
LSS10,NK19
EQ51,SPL10
EQ61,JE80
BMOS6,DVF80
NC58,JG36
NC58,KF8
PR50,FLTN5
JG21,HF3
MV2,SH99
TYB35,SB15
MAC2,JG43
JS28,LFNK2
MNL88,MNL82
FRNHNB2,DVFAHNB8
SH262,SW353
SA79,VW48
FRNHNB1,RBMKHNB89
EJ46,LAP1
MNL3,TA27
ZS30,MNL7
MNL194,BM445
JS28,SLN14
SWAPE21,WDHNB15
MSGM55,VIN13
SH199,GV23
BM354,BM154
DVFAHNB3,TA69
EMAPE22,SWAPE192
JS31,LSS2
AP12,AP17
HA134,TB119
